sysDescr.0    = Juniper Networks, Inc. mx80 internet router, kernel JUNOS 15.1R6.7, Build date: 2017-04-23 01:51:20 UTC Copyright (c) 1996-2017 Juniper Networks, Inc.
ifInNUcastPkts.22 = 0
ifInNUcastPkts.23 = 0
ifInNUcastPkts.24 = 0
ifInNUcastPkts.33 = 0
ifInNUcastPkts.34 = 0
ifInNUcastPkts.501 = 0
ifInNUcastPkts.502 = 0
ifInNUcastPkts.503 = 0
ifInNUcastPkts.504 = 0
ifInNUcastPkts.505 = 0
ifInNUcastPkts.506 = 0
ifInNUcastPkts.507 = 0
ifInNUcastPkts.508 = 0
ifInNUcastPkts.509 = 0
ifInNUcastPkts.510 = 0
ifInNUcastPkts.511 = 0
ifInNUcastPkts.512 = 0
ifInNUcastPkts.513 = 0
ifInNUcastPkts.514 = 0
ifInNUcastPkts.515 = 0
ifInNUcastPkts.516 = 123660
ifInNUcastPkts.517 = 0
ifInNUcastPkts.518 = 0
ifInNUcastPkts.519 = 0
ifInNUcastPkts.520 = 0
ifInNUcastPkts.521 = 0
ifInNUcastPkts.522 = 0
ifInNUcastPkts.523 = 0
ifInNUcastPkts.524 = 0
ifInNUcastPkts.525 = 0
ifInNUcastPkts.526 = 0
ifInNUcastPkts.527 = 0
ifInNUcastPkts.528 = 0
ifInNUcastPkts.529 = 0
ifInNUcastPkts.530 = 0
ifInNUcastPkts.531 = 0
ifInNUcastPkts.532 = 0
ifInNUcastPkts.533 = 0
ifInNUcastPkts.534 = 407399
ifInNUcastPkts.535 = 0
ifInNUcastPkts.536 = 0
ifInNUcastPkts.537 = 0
ifInNUcastPkts.540 = 0
ifInNUcastPkts.542 = 0
ifInNUcastPkts.555 = 0
ifInNUcastPkts.583 = 0
ifInNUcastPkts.584 = 0
ifInNUcastPkts.585 = 0
ifInNUcastPkts.586 = 0
ifInNUcastPkts.587 = 0
ifInDiscards.1 = 0
ifInDiscards.4 = 0
ifInDiscards.5 = 0
ifInDiscards.6 = 0
ifInDiscards.7 = 0
ifInDiscards.8 = 0
ifInDiscards.9 = 0
